"n","p","epochs","batch_size","device","jit","latent","n_layers","Python","R","ratio"
2000,100,20,16,"cpu",FALSE,100,1,2.15373420715332,9.76985645294189,4.53624055396098
2000,100,20,16,"cpu",FALSE,100,3,3.05405306816101,17.1585512161255,5.61828849505142
2000,100,20,16,"cpu",FALSE,100,5,4.26844000816345,25.7212605476379,6.02591590802392
2000,100,20,16,"cpu",FALSE,500,1,2.46775484085083,12.4963462352753,5.06385238452894
2000,100,20,16,"cpu",FALSE,500,3,6.16074156761169,29.3175921440125,4.75877649180112
2000,100,20,16,"cpu",FALSE,500,5,10.4096796512604,45.5081417560577,4.37171395092333
2000,100,20,16,"cpu",FALSE,1000,1,2.68784618377686,13.795506477356,5.13255057548386
2000,100,20,16,"cpu",FALSE,1000,3,16.3987147808075,42.8294837474823,2.6117585627874
2000,100,20,16,"cpu",FALSE,1000,5,37.7007374763489,1.1888282696406,0.0315332895115486
2000,100,20,16,"cpu",TRUE,100,1,2.08105754852295,9.94283962249756,4.77778215674746
2000,100,20,16,"cpu",TRUE,100,3,3.19733786582947,16.567533493042,5.18166493134875
2000,100,20,16,"cpu",TRUE,100,5,4.33068346977234,24.2839658260345,5.60742109081251
2000,100,20,16,"cpu",TRUE,500,1,2.54865527153015,12.2970340251923,4.82491067448657
2000,100,20,16,"cpu",TRUE,500,3,7.95843648910522,30.412810087204,3.82145539878818
2000,100,20,16,"cpu",TRUE,500,5,13.9492125511169,1.10809014240901,0.0794374692011043
2000,100,20,16,"cpu",TRUE,1000,1,2.84284734725952,13.5624656677246,4.77073300499188
2000,100,20,16,"cpu",TRUE,1000,3,22.12180352211,1.66032079458237,0.0750535910384945
2000,100,20,16,"cpu",TRUE,1000,5,33.8069608211517,2.60235569079717,0.0769769191784011
2000,100,20,16,"cuda",FALSE,100,1,1.90029859542847,10.5045011043549,5.52781606513076
2000,100,20,16,"cuda",FALSE,100,3,2.50743460655212,17.8004620075226,7.09907327633135
2000,100,20,16,"cuda",FALSE,100,5,3.0830614566803,25.5061848163605,8.27300563895486
2000,100,20,16,"cuda",FALSE,500,1,1.90102982521057,10.2843644618988,5.40989116820386
2000,100,20,16,"cuda",FALSE,500,3,2.66178154945374,18.0146539211273,6.76789345272318
2000,100,20,16,"cuda",FALSE,500,5,3.2787754535675,25.6420040130615,7.82060387366919
2000,100,20,16,"cuda",FALSE,1000,1,1.90114307403564,12.0847897529602,6.35659142018557
2000,100,20,16,"cuda",FALSE,1000,3,2.72787475585938,18.5482828617096,6.79953609375525
2000,100,20,16,"cuda",FALSE,1000,5,3.37749433517456,25.4676141738892,7.54038693970835
2000,100,20,16,"cuda",TRUE,100,1,1.89248394966125,10.755197763443,5.68311174600351
2000,100,20,16,"cuda",TRUE,100,3,2.43996453285217,17.4095442295074,7.13516282515659
2000,100,20,16,"cuda",TRUE,100,5,2.97308778762817,23.9262597560883,8.04761294155254
2000,100,20,16,"cuda",TRUE,500,1,1.8937714099884,10.5356147289276,5.56329801651833
2000,100,20,16,"cuda",TRUE,500,3,2.59870982170105,17.2958571910858,6.65555540162786
2000,100,20,16,"cuda",TRUE,500,5,3.15010118484497,24.1336162090302,7.66121936817021
2000,100,20,16,"cuda",TRUE,1000,1,1.90880489349365,10.5918209552765,5.54892801845791
2000,100,20,16,"cuda",TRUE,1000,3,2.67887282371521,17.5604374408722,6.5551590524997
2000,100,20,16,"cuda",TRUE,1000,5,3.25803685188293,24.2002322673798,7.42785713224626
2000,100,20,128,"cpu",FALSE,100,1,0.466741323471069,1.51721930503845,3.25066418751005
2000,100,20,128,"cpu",FALSE,100,3,0.628687381744385,2.64374160766602,4.20517682465739
2000,100,20,128,"cpu",FALSE,100,5,0.795940160751343,3.66943001747131,4.61018327559635
2000,100,20,128,"cpu",FALSE,500,1,0.556055307388306,1.96918225288391,3.54134242892638
2000,100,20,128,"cpu",FALSE,500,3,1.086754322052,4.36023807525635,4.01216538713495
2000,100,20,128,"cpu",FALSE,500,5,1.66781783103943,6.75232696533203,4.04859981687796
2000,100,20,128,"cpu",FALSE,1000,1,0.576335668563843,2.11557841300964,3.67074003641211
2000,100,20,128,"cpu",FALSE,1000,3,1.83518600463867,7.37468791007996,4.01849615866701
2000,100,20,128,"cpu",FALSE,1000,5,3.52509260177612,12.194589138031,3.45936703390054
2000,100,20,128,"cpu",TRUE,100,1,0.494618654251099,1.89263653755188,3.82645604100298
2000,100,20,128,"cpu",TRUE,100,3,0.658876419067383,2.94060492515564,4.46305990024346
2000,100,20,128,"cpu",TRUE,100,5,0.825778007507324,4.0996413230896,4.96458041485591
2000,100,20,128,"cpu",TRUE,500,1,0.591030120849609,2.09004974365234,3.53628295736921
2000,100,20,128,"cpu",TRUE,500,3,1.09589624404907,4.71948528289795,4.30650739841994
2000,100,20,128,"cpu",TRUE,500,5,1.6058292388916,9.79830527305603,6.10171059023633
2000,100,20,128,"cpu",TRUE,1000,1,0.584655523300171,2.23429465293884,3.82155741953321
2000,100,20,128,"cpu",TRUE,1000,3,1.74582767486572,12.1660072803497,6.96861864174849
2000,100,20,128,"cpu",TRUE,1000,5,3.36569976806641,22.5505986213684,6.70012186925506
2000,100,20,128,"cuda",FALSE,100,1,0.469488620758057,1.40220594406128,2.98666651770434
2000,100,20,128,"cuda",FALSE,100,3,0.543708086013794,2.30155563354492,4.23307229145481
2000,100,20,128,"cuda",FALSE,100,5,0.62437629699707,3.26733589172363,5.2329595268716
2000,100,20,128,"cuda",FALSE,500,1,0.48026704788208,1.41678023338318,2.94998426319484
2000,100,20,128,"cuda",FALSE,500,3,0.569604873657227,2.41595554351807,4.24145869399975
2000,100,20,128,"cuda",FALSE,500,5,0.65031886100769,3.33560180664062,5.1291789407307
2000,100,20,128,"cuda",FALSE,1000,1,0.476896286010742,1.41966342926025,2.97688086677251
2000,100,20,128,"cuda",FALSE,1000,3,0.575716733932495,2.39197874069214,4.1547841146695
2000,100,20,128,"cuda",FALSE,1000,5,0.654694557189941,3.35803747177124,5.12916662418044
2000,100,20,128,"cuda",TRUE,100,1,0.462202310562134,1.84698820114136,3.99606007788027
2000,100,20,128,"cuda",TRUE,100,3,0.534558296203613,2.69054675102234,5.03321484322733
2000,100,20,128,"cuda",TRUE,100,5,0.605175495147705,3.56349396705627,5.88836460766893
2000,100,20,128,"cuda",TRUE,500,1,0.476085901260376,1.84529089927673,3.87596207825428
2000,100,20,128,"cuda",TRUE,500,3,0.553006172180176,2.70365762710571,4.88901889909617
2000,100,20,128,"cuda",TRUE,500,5,0.629889011383057,3.56466960906982,5.65920272405264
2000,100,20,128,"cuda",TRUE,1000,1,0.473370790481567,1.8288414478302,3.86344380473855
2000,100,20,128,"cuda",TRUE,1000,3,0.562927007675171,2.69700789451599,4.79104370148156
2000,100,20,128,"cuda",TRUE,1000,5,0.635149478912354,3.52348518371582,5.54748968660027
2000,100,20,256,"cpu",FALSE,100,1,0.338868856430054,0.908712863922119,2.68160631075782
2000,100,20,256,"cpu",FALSE,100,3,0.427594661712646,1.47310376167297,3.4450939021847
2000,100,20,256,"cpu",FALSE,100,5,0.603729009628296,2.3317346572876,3.86222066539954
2000,100,20,256,"cpu",FALSE,500,1,0.378908157348633,1.13362741470337,2.99182636403449
2000,100,20,256,"cpu",FALSE,500,3,0.696622133255005,2.99738430976868,4.30274056289776
2000,100,20,256,"cpu",FALSE,500,5,1.05677032470703,4.14751839637756,3.92471126356371
2000,100,20,256,"cpu",FALSE,1000,1,0.412247180938721,1.41543555259705,3.43346326680509
2000,100,20,256,"cpu",FALSE,1000,3,1.32319283485413,6.19405245780945,4.68114117205925
2000,100,20,256,"cpu",FALSE,1000,5,2.24229669570923,11.3150329589844,5.04618009768128
2000,100,20,256,"cpu",TRUE,100,1,0.358753204345703,1.11881804466248,3.11862871497688
2000,100,20,256,"cpu",TRUE,100,3,0.473489046096802,1.79436016082764,3.78965506302504
2000,100,20,256,"cpu",TRUE,100,5,0.51795220375061,2.73707389831543,5.28441404148038
2000,100,20,256,"cpu",TRUE,500,1,0.376644611358643,1.26094484329224,3.3478372058576
2000,100,20,256,"cpu",TRUE,500,3,0.711472272872925,3.00704908370972,4.22651619516704
2000,100,20,256,"cpu",TRUE,500,5,1.15943670272827,5.48159956932068,4.72781270113489
2000,100,20,256,"cpu",TRUE,1000,1,0.398164749145508,1.35930681228638,3.41393057824319
2000,100,20,256,"cpu",TRUE,1000,3,1.22303438186646,6.49811935424805,5.31311257524205
2000,100,20,256,"cpu",TRUE,1000,5,2.22247290611267,12.6885144710541,5.70918747137736
2000,100,20,256,"cuda",FALSE,100,1,0.33897066116333,0.742758750915527,2.19121840328722
2000,100,20,256,"cuda",FALSE,100,3,0.452476024627686,1.2432222366333,2.7475980360645
2000,100,20,256,"cuda",FALSE,100,5,0.419215440750122,1.73799443244934,4.14582637829242
2000,100,20,256,"cuda",FALSE,500,1,0.337814807891846,0.750460624694824,2.22151488674555
2000,100,20,256,"cuda",FALSE,500,3,0.382513523101807,1.25811409950256,3.2890709047369
2000,100,20,256,"cuda",FALSE,500,5,0.420685052871704,1.72294044494629,4.09555897739902
2000,100,20,256,"cuda",FALSE,1000,1,0.338137149810791,0.753085374832153,2.22715952758681
2000,100,20,256,"cuda",FALSE,1000,3,0.451361417770386,1.42811727523804,3.16402160001311
2000,100,20,256,"cuda",FALSE,1000,5,0.421744108200073,1.73200964927673,4.10677853134364
2000,100,20,256,"cuda",TRUE,100,1,0.342546939849854,1.23148560523987,3.59508570060401
2000,100,20,256,"cuda",TRUE,100,3,0.377975702285767,1.68959927558899,4.47012669166648
2000,100,20,256,"cuda",TRUE,100,5,0.412333250045776,2.31979537010193,5.62602062735516
2000,100,20,256,"cuda",TRUE,500,1,0.336634159088135,1.20857715606689,3.59017979441139
2000,100,20,256,"cuda",TRUE,500,3,0.453895330429077,1.69229078292847,3.72837231290463
2000,100,20,256,"cuda",TRUE,500,5,0.41553521156311,2.15486931800842,5.1857682767785
2000,100,20,256,"cuda",TRUE,1000,1,0.33819580078125,1.18521237373352,3.50451534583108
2000,100,20,256,"cuda",TRUE,1000,3,0.382631301879883,1.63869667053223,4.2827041658151
2000,100,20,256,"cuda",TRUE,1000,5,0.416357040405273,2.084064245224,5.00547377125031
2000,250,20,16,"cpu",FALSE,100,1,2.31407070159912,10.8641209602356,4.69480943375154
2000,250,20,16,"cpu",FALSE,100,3,3.30993032455444,17.7260158061981,5.35540451552684
2000,250,20,16,"cpu",FALSE,100,5,4.54798221588135,27.0655910968781,5.95112069751862
2000,250,20,16,"cpu",FALSE,500,1,2.71047186851501,14.6714689731598,5.41288369142818
2000,250,20,16,"cpu",FALSE,500,3,6.42288708686829,29.5964074134827,4.60796009850354
2000,250,20,16,"cpu",FALSE,500,5,10.719242811203,46.3375675678253,4.32283962439926
2000,250,20,16,"cpu",FALSE,1000,1,2.89462971687317,14.7918434143066,5.11009865202552
2000,250,20,16,"cpu",FALSE,1000,3,10.7331764698029,42.4002315998077,3.95038987005368
2000,250,20,16,"cpu",FALSE,1000,5,22.0501570701599,1.17221076091131,0.0531611070697379
2000,250,20,16,"cpu",TRUE,100,1,2.30064415931702,10.4997351169586,4.56382403790581
2000,250,20,16,"cpu",TRUE,100,3,3.21681427955627,18.1525118350983,5.64300897022947
2000,250,20,16,"cpu",TRUE,100,5,4.38326025009155,25.5215358734131,5.82250069976567
2000,250,20,16,"cpu",TRUE,500,1,2.80674695968628,13.689569234848,4.87737919786618
2000,250,20,16,"cpu",TRUE,500,3,6.27519416809082,34.5730800628662,5.50948371265853
2000,250,20,16,"cpu",TRUE,500,5,10.6176102161407,1.09597949981689,0.103222804143893
2000,250,20,16,"cpu",TRUE,1000,1,2.99125289916992,14.7541644573212,4.93243632506483
2000,250,20,16,"cpu",TRUE,1000,3,10.7606582641602,1.43489522139231,0.133346416749561
2000,250,20,16,"cpu",TRUE,1000,5,21.9087040424347,2.94468863805135,0.134407248933931
2000,250,20,16,"cuda",FALSE,100,1,2.05488801002502,10.3343336582184,5.02914689647371
2000,250,20,16,"cuda",FALSE,100,3,2.79126572608948,17.8571152687073,6.39749741552728
2000,250,20,16,"cuda",FALSE,100,5,3.48697137832642,24.9721965789795,7.1615719974636
2000,250,20,16,"cuda",FALSE,500,1,2.05446290969849,10.4485051631927,5.08575993943163
2000,250,20,16,"cuda",FALSE,500,3,2.93234825134277,18.2004463672638,6.20678200787696
2000,250,20,16,"cuda",FALSE,500,5,3.63991570472717,25.3255796432495,6.95773795265618
2000,250,20,16,"cuda",FALSE,1000,1,2.15474414825439,10.3779721260071,4.81633614571573
2000,250,20,16,"cuda",FALSE,1000,3,3.00671362876892,18.4571995735168,6.13866229125185
2000,250,20,16,"cuda",FALSE,1000,5,3.77274060249329,25.7514400482178,6.82565878799075
2000,250,20,16,"cuda",TRUE,100,1,1.99066734313965,10.7482688426971,5.39932946593935
2000,250,20,16,"cuda",TRUE,100,3,2.71448969841003,17.4807236194611,6.43978263380411
2000,250,20,16,"cuda",TRUE,100,5,3.38431715965271,24.0827856063843,7.1159954786435
2000,250,20,16,"cuda",TRUE,500,1,2.05333304405212,10.7778549194336,5.24895605739836
2000,250,20,16,"cuda",TRUE,500,3,2.86353302001953,17.7856185436249,6.21107506680806
2000,250,20,16,"cuda",TRUE,500,5,3.51010894775391,24.1026916503906,6.8666505824025
2000,250,20,16,"cuda",TRUE,1000,1,2.14876794815063,10.5588278770447,4.91389863020448
2000,250,20,16,"cuda",TRUE,1000,3,2.95281219482422,17.7917630672455,6.02536222873621
2000,250,20,16,"cuda",TRUE,1000,5,3.64905500411987,24.5286445617676,6.72191691659187
2000,250,20,128,"cpu",FALSE,100,1,0.49399995803833,1.77099323272705,3.58500684850187
2000,250,20,128,"cpu",FALSE,100,3,0.647297143936157,2.76542925834656,4.27227168272399
2000,250,20,128,"cpu",FALSE,100,5,0.823174953460693,4.17546987533569,5.07239664883107
2000,250,20,128,"cpu",FALSE,500,1,0.584863662719727,2.0880401134491,3.57013137683972
2000,250,20,128,"cpu",FALSE,500,3,1.14373850822449,4.40530443191528,3.85167098968624
2000,250,20,128,"cpu",FALSE,500,5,1.744145154953,6.77673029899597,3.8854164630458
2000,250,20,128,"cpu",FALSE,1000,1,0.623794555664062,2.37450909614563,3.80655630060419
2000,250,20,128,"cpu",FALSE,1000,3,1.89221096038818,7.82948160171509,4.13774244289806
2000,250,20,128,"cpu",FALSE,1000,5,3.49607801437378,11.5126554965973,3.29302019270284
2000,250,20,128,"cpu",TRUE,100,1,0.497200727462769,1.91651201248169,3.8546042003231
2000,250,20,128,"cpu",TRUE,100,3,0.696079254150391,3.10326075553894,4.45820032278748
2000,250,20,128,"cpu",TRUE,100,5,0.852317810058594,4.35457992553711,5.109103522356
2000,250,20,128,"cpu",TRUE,500,1,0.625901937484741,2.20615315437317,3.52475846813776
2000,250,20,128,"cpu",TRUE,500,3,1.21177530288696,5.38681292533875,4.4453892668922
2000,250,20,128,"cpu",TRUE,500,5,1.75911641120911,9.39140319824219,5.33870478292402
2000,250,20,128,"cpu",TRUE,1000,1,0.627350091934204,2.41472244262695,3.84908279073019
2000,250,20,128,"cpu",TRUE,1000,3,1.8230516910553,12.2502598762512,6.71964483308752
